217,"gadolinium chloride","M",263.61,,,,,
218,"holmium chloride","M",271.29,,,,,
5000,"2-butanol","v/v",74.12,0.808,,,,
5002,"barium iodide","M",319.14,,,,,
5003,"brij 56","v/v",683,0.977,97.7,,,
5005,"EPPS","M",252.33,,26,8,,
5006,"gadolinium bromide","M",396.96,,,,,
5007,"lanthanum(III) acetate","M",316.04,,16.88,,,
5008,"LDAO","w/v",229.4,,30,,,
5009,"N,N-dimethylformamide","v/v",73.09,0.944,,,,
5011,"NDSB 201","M",201.2,,,,,
5012,"n-octyl-b-D-thioglucoside","M",308.43,,5,,,
5013,"samarium bromide","M",390.07,,,,,
5014,"samarium chloride","M",256.72,,,,,
5015,"spermine","M",202.34,0.937,5,,,
5016,"trifluoroacetic acid","v/v",114.02,1.5,,,,
5017,"triton X-100","v/v",650,,,,,
5018,"ANAPOE-80","w/v",1310,,,,,
5019,"yttrium nitrate","M",275,,,,,
5021,"ZWITTERGENT 3-12","M",335.5,,30,,,
5022,"trisodium citrate-citric acid","M",,,,,,
5023,"tris","M",121.14,,55,8.1,,
5024,"trisodium citrate","M",258.06,,63,3.06,4.74,5.4
5025,"ammonium bromide","M",97.94,,75.5,,,
5026,"ammonium selenate","M",179,,117,,,
5027,"barium acetate","M",255.42,,59,,,
5028,"barium bromide","M",297.14,,89,,,
5029,"cadmium acetate","M",230.5,,,4.76,,
5030,"cadmium bromide","M",272.22,,95.7,,,
5031,"cadmium iodide","M",366.22,,79.8,,,
5032,"cadmium nitrate","M",236.48,,127,,,
5033,"cesium acetate","M",191.95,,945,4.76,,
5034,"cesium bromide","M",212.81,,124,,,
5035,"cesium fluoride","M",151.9,,367,,,
5036,"cesium formate","M",177.92,,81,,,
5037,"cesium iodide","M",259.81,,74,,,
5038,"cesium nitrate","M",194.91,,23,,,
5039,"cesium sulfate","M",361.87,,167,,,
5040,"gadolinium acetate","M",334.45,,9.5,4.76,,
5041,"gadolinium nitrate","M",343.26,,,,,
5042,"holmium bromide","M",404.64,,,,,
5043,"holmium nitrate","M",382.56,,,,,
5044,"lanthanum bromide","M",378.62,,,,,
5045,"lanthanum chloride","M",245.27,,,,,
5046,"lanthanum nitrate","M",324.92,,151.1,,,
5047,"lithium bromide","M",86.85,,145,,,
5048,"lithium iodide","M",133.84,,165,,,
5049,"magnesium bromide","M",184.11,,101.5,,,
5050,"potassium selenate","M",221.15,,110.5,,,
5051,"samarium nitrate","M",336.47,,76,,,
5052,"sodium selenate","M",188.94,,84,,,
5053,"sodium tungstate","M",293.83,,57.5,,,
5054,"strontium nitrate","M",211.63,,70.9,,,
5055,"ytterbium chloride","M",279.4,,,,,
5056,"zinc bromide","M",225.2,,447,,,
5057,"sodium lactate","M",112.06,,,3.85,,
5058,"triammonium citrate-ammonium hydroxide","M",,,,,,
5059,"triammonium citrate-citric acid","M",,,,,,
5060,"NDSB 195","M",195.3,,,,,
5061,"1,1,1,3,3,3-hexafluoro-2-propanol","v/v",168.04,1.62,,,,
5062,"galactose","M",180.16,,68,,,
5064,"sorbitol","w/v",182.17,,235,,,
5065,"trehalose","M",342.3,,68.9,,,
5066,"DL-malate-imidazole","M",,,,,,
5067,"sodium tetraborate","M",201.22,,2.56,9.14,12.74,13.8
5068,"CAPSO","M",237.32,,,9.6,,
5077,"betaine hydrochloride","M",153.61,,64,,,
5078,"chromium(III) chloride","M",158.35,,34.8,,,
5081,"NDSB 256","M",257.4,,,,,
5082,"praseodymium(III) acetate","M",318,,,,,
5083,"sarcosine","M",89.09,,10,,,
5084,"TCEP","M",286.65,,31,,,
5280,"trichloroacetic acid","w/v",163.4,,90,0.77,,
5129,"1-octanol","v/v",130.23,0.827,,,,
5086,"bromophenol blue","w/v",669.98,,0.4,,,
5087,"potassium sodium phosphate","M",,,,2.1,7.2,12.3
5088,"paraffin oil","v/v",,0.8,,,,
5089,"pepstatin","M",685.9,,0.068,,,
5090,"silicone oil","v/v",,0.76,,,,
5091,"tartrazine","",534.3,,,,,
5163,"triethanolamine hydrochloride","M",185.65,,186,7.8,,
5153,"polyethylene glycol monomethyl ether 750","w/v",750,,,,,
5165,"tergitol NP-40","w/v",,,,,,
5186,"cobalt(II) sulfate","M",92,,25.5,,,
5227,"jeffamine ED-900","w/v",900,1.056,,,,
5279,"dipotassium tartrate","M",126.2,,133,3.02,4.54,
5327,"ADR peptide","",,,,,,
5331,"wehi 113365","",,,,,,
5340,"ligand 3","M",,,,,,
5380,"pterin-6-yl-methyl-monophosphate","M",273.2,,,,,
5381,"sulfamethoxazole","",257.3,,,,,
5382,"Compound 6","",,,,,,
52,"magnesium sulfate","M",120.37,,34.6,,,
71,"polyethylene glycol monomethyl ether 2000","w/v",2000,,,,,
100,"tert-butanol","v/v",74.12,0.79,79,,,
115,"sodium malonate","M",148.03,,51,2.83,5.69,
135,"sodium azide","M",65.01,,41.7,,,
5399,"diisopropyl fluorophosphate","M",184.15,,10,,,
5453,"2-hydroxyecdysone","M",,,,,,
5458,"copper(II) sulfate","M",159.61,,32,,,
5485,"gly-gly","M",132.12,,22.97,8.25,,
5486,"polyethylene glycol monomethylether 1900","w/v",1900,,,,,
5487,"polyethylene glycol 4600","w/v",4600,,,,,
5512,"MANIC-NO","M",169.14,,,,,
5526,"CYMAL-7","M",522.5,,20,,,
5533,"4,4'-diaminodiphenylsulfone","M",248.3,,,,,
5702,"polyethylene glycol 12000","w/v",12000,,,,,
5762,"tryptone","w/v",,,,,,
5763,"citrate-bis-tris propane","M",,,,,,
5804,"tris maleate","M",,,,,,
5805,"imidazole maleate","M",,,,,,
5806,"disodium hydrogen-dipotassium hydrogen phosphate","M",,,,,,
5807,"MEGA 7","w/v",307.38,,,,,
5808,"MEGA 8","w/v",321.41,,,,,
5837,"1,5-hexanediol","v/v",118.17,98.1,,,,
5862,"glutathione, oxidised","M",612.63,,,,,
6026,"neutral red","v/v",288.78,,,,,
6048,"sodium malonate-malonic acid","M",104.6,,,2.83,5.69,
6049,"malonic acid","M",104.1,,7.3,2.83,5.69,
6050,"sodium malate","M",178.05,,,3.4,5.1,
6109,"lithium formate","M",69.98,,27.8,3.75,,
6229,"Maybridge Mixed Fragments","v/v",,,,,,
6337,"nickel(II) sulfate","",154.77,,27.3,,,
12,"ammonium formate","M",63.06,,102,3.75,,
23,"cesium chloride","M",168.36,,162.2,,,
33,"disodium tartrate","M",194.04,,24.5,3.02,4.54,
45,"trilithium citrate","M",209.9,,55.5,3.06,4.74,5.4
59,"polyethylene glycol 10000","w/v",10000,,,,,
70,"polyethylene glycol 8000","w/v",8000,,,,,
80,"potassium iodide","M",166.01,,127.5,,,
89,"sodium dihydrogen phosphate","M",119.97,,60,2.1,7.2,12.3
103,"zinc chloride","M",136.28,,432,,,
114,"DL-malic acid","M",134.1,,41,3.4,5.1,
124,"trimethylamine N-oxide","M",75.1,,60,,,
134,"pentaerythritol ethoxylate (3/4 EO/OH)","w/v",270,,,,,
182,"1-butanol","v/v",74.12,0.81,,,,
190,"1,5-diaminopentane dihydrochloride","w/v",175.1,,,,,
202,"polyethylene glycol 2000","w/v",2000,,,,,
214,"DL-malate-MES-tris","v/v",,,,,,
5001,"amidosulfobetaine-14","w/v",434.68,,5,,,
5329,"wehi 113517","",,,,,,
29,"diammonium tartrate","M",184.15,,58.01,3.02,4.54,
5511,"6-methylamino-5-nitroisocytosine","M",185.14,,,,,
6338,"sodium dihydrogen-potassium dihydrogen phosphate","M",,,,2.1,7.2,12.3
6434,"ruthenium chloride","M",207.43,,,,,
6466,"L-argininamide dihydrochloride","M",246.14,,,,,
6467,"putrescine dihydrochloride","M",161.07,,,,,
6468,"spermidine trihydrochloride","M",254.63,,,,,
6779,"methotrexate","M",454.44,,,,,
7478,"trisodium EDTA","M",358.19,,8.6,,,
7480,"disodium 1,5-naphthalenedisulfonate","w/v",332.26,,,,,
7481,"2,5-pyridinedicarboxylic acid","w/v",167.12,,,,,
7482,"3,5-dinitrosalicylic acid","w/v",228.12,,,,,
7483,"benzidine","w/v",184.24,,,,,
7484,"nicotinamide","w/v",122.12,,,,,
7485,"pyromellitic acid","w/v",254.15,,,,,
7486,"sulfaguanidine","w/v",214.05,,,,,
7487,"gly-gly-gly-gly","w/v",246.22,,,,,
7488,"gly-gly-gly-gly-gly","w/v",303.27,,,,,
7489,"4-aminobenzoic acid","w/v",137.14,,,,,
7498,"salicylic acid","w/v",138.12,,,,,
7499,"trimesic acid","w/v",210.14,,,,,
7500,"4-nitrobenzoic acid","w/v",167.12,,,,,
7501,"5-sulfosalicylic acid","w/v",254.21,,,,,
7502,"naphthalene-1,3,6-trisulfonic acid trisodium salt","w/v",434.31,,,,,
7503,"disodium 2,6-napthalenedisulfonate","w/v",332.26,,,,,
7504,"disodium 2,7-napthalenedisulfonate","w/v",332.26,,,,,
7505,"disodium anthraquinone-2,6-disulfonate","w/v",412.3,,,,,
7506,"sodium 1-pentanesulfonic acid","w/v",192.21,,,,,
7507,"3-aminosalicylic acid","w/v",153.14,,,,,
7508,"salicylamide","w/v",137.14,,,,,
7509,"histidine","M",155.15,,4.3,2.3,6,9.6
7510,"isoleucine","M",131.17,,4.03,,,
7511,"leucine","M",131.17,,2.37,,,
7512,"phenylalanine","M",165.19,,2.74,,,
7513,"tryptophan","M",204.23,,1.06,,,
7514,"tyrosine","M",181.19,,0.038,,,
7515,"mellitic acid","M",342.17,,88,,,
7516,"sulfanilamide","w/v",172.2,,0.75,,,
7517,"anthrone","w/v",194.23,,,,,
7518,"congo red","w/v",696.66,,,,,
7519,"N-(Carbamoylmethyl)taurine","M",182.2,,,6.8,,
7520,"1,3,5-pentanetricarboxylic acid","w/v",204.18,,,,,
7521,"5-sulfoisophthalic acid","w/v",268.17,,38,,,
7522,"cystathionine","w/v",222.26,,,,,
145,"dithioerythritol","M",154.25,,7.6,,,
7523,"citrulline","M",175.19,,20,,,
7524,"metanilic acid","w/v",173.19,,,,,
7525,"azelaic acid","w/v",188.22,,0.24,,,
7526,"trans-cinnamic acid","w/v",148.16,,0.04,,,
7527,"orthanilic acid","w/v",173.19,,,,,
7528,"disodium benzene-1,3-disulfonate","",282.2,,,,,
7529,"1,4-cyclohexanedicarboxylic acid","w/v",172.18,,,,,
7530,"thiodiglycolic acid","w/v",150.15,,,,,
7531,"3-aminobenzoic acid","M",137.14,,0.59,,,
7532,"vanillic acid","w/v",168.15,,,,,
7533,"p-coumaric acid","w/v",164.16,,,,,
7534,"phenylurea","w/v",136.15,,,,,
7537,"1,2-diaminocyclohexane sulfate","w/v",212.27,,,,,
7536,"poly(3-hydroxybutyric acid)","w/v",,,,,,
7538,"methylenediphosphonic acid","w/v",176,,,,,
7539,"sulfanilic acid","",173.19,,,,,
7540,"fructose-1,6-diphosphate","w/v",550.18,,,,,
7541,"glucose-6-phosphate","M",282.12,,,,,
7542,"phosphoserine","w/v",185.07,,,,,
7543,"phosphonotyrosine","w/v",261.17,,,,,
7544,"carnitine hydrochloride","",197.66,,,,,
7545,"cystine","",240.3,,,,,
7546,"ornithine hydrochloride","",168.62,,,,,
7547,"caffeine","",194.19,,,,,
7548,"methionine","",149.21,,,,,
7549,"ala-ala","",160.17,,,,,
7550,"ala-gly","",146.14,,,,,
7551,"leu-gly-gly","",245.28,,,,,
7552,"aspartame","",294.3,,2,,,
7553,"gly-asp","",190.15,,,,,
7554,"gly-ser","",162.14,,,,,
7555,"ser-tyr","",268.27,,,,,
7556,"tyr-phe","",328.36,,,,,
7557,"gly-tyr","",238.24,,,,,
7558,"ser-glu","",234.21,,,,,
7559,"tyr-ala","",252.27,,,,,
7560,"gly-phe","",222.24,,,,,
7561,"threonine","M",119.12,,10,,,
7562,"lysine","M",146.19,,60,,,
7563,"alanine","M",89.09,,15,,,
7564,"asparagine","M",132.12,,3.53,,,
7565,"aspartic acid","M",133.1,,0.78,,,
7566,"glutamic acid","M",147.13,,0.864,,,
7567,"glutamine","M",146.14,,2.5,,,
7568,"serine","M",105.09,,5.02,,,
7569,"valine","M",117.15,,8.85,,,
146,"maltose","M",342.26,,20,,,
7570,"melibiose","M",342.3,,52,,,
7571,"raffinose","M",594.51,,40,,,
7572,"stachyose","M",666.58,,42,,,
7586,"beta-cyclodextrin","",1134.98,,,,,
7587,"D-cellobiose","",342.3,,,,,
7588,"D-maltotriose","",504.44,,,,,
7589,"melezitose","",504.44,,,,,
7590,"pimelic acid","M",160.17,,2.5,4.48,5.42,
7591,"tetrahydroxy-1,4-quinone","",172.09,,,,,
7592,"o-sulfobenzoic acid monoammonium salt","",219.21,,,,,
7593,"sodium 4-aminosalicylate","",211.15,,,,,
7594,"salicin","",286.28,,,,,
7595,"3-indolebutyric acid","",203.24,,,,,
7596,"1,2-cyclohexanedicarboxylic acid","",172.18,,,,,
194,"taurine","M",125.14,,7,1.5,8.74,
7597,"cystamine dihydrochloride","",225.2,,,,,
7598,"rhenium oxide","",218.21,,,,,
7599,"cytosine","",111.1,,,,,
7600,"gallic acid","",188.13,,1.1,,,
7601,"sodium pyrophosphate","M",446.06,,,,,
7602,"dextranase","",,,,,,
7603,"alpha-amylase","",,,,,,
7604,"protamine sulfate","",,,,,,
7605,"deoxyribonuclease I","",,,,,,
7606,"deoxyribonucleic acid","",,,,,,
7607,"ribonuclease A","",,,,,,
7608,"ribonucleic acid","",,,,,,
7609,"casein","",,,,,,
7611,"pepsin","",,,,,,
7612,"protease","",,,,,,
7613,"proteinase K","",,,,,,
7615,"ovalbumin","",,,,,,
5063,"inositol","M",180.16,,,,,
7616,"putrescine","",88.15,,,,,
7617,"diloxanide furoate","",328.15,,,,,
7618,"cadaverine","",102.18,0.87,,,,
7619,"fumaric acid","M",116.07,,0.63,3.03,4.44,
7622,"phytic acid","",660.08,,,,,
7623,"sodium tripolyphosphate","M",367.86,,20,,,
7625,"4-aminobutanoic acid","",103.12,,,,,
7626,"beta-alanine","",89.09,,,,,
7627,"canavanine","",176.17,,100,,,
7628,"resorcinol","",110.11,,140,,,
7629,"diethylenetriaminepentakis(methylphosphonic acid)","",573.2,,,,,
7630,"barbituric acid","",128.09,,,,,
7631,"phloroglucinol","",126.11,,,,,
7632,"dodecanedioic acid","",230.3,,,,,
7633,"glutaric acid","",132.11,,,,,
7634,"hexadecanedioic acid","",286.41,,,,,
7635,"maleic acid","M",116.07,,,1.83,6.07,
7636,"oxamic acid","",89.05,,,2.4,,
7637,"sebacic acid","",202.25,,,,,
7638,"suberic acid","",174.2,,,,,
7639,"hippuric acid","",179.17,,,,,
7640,"oxalacetic acid","M",132.07,,10,2.22,3.89,13.03
7641,"adipic acid","",146.14,,,,,
7642,"benzoic acid","",122.12,,0.34,4.21,,
7643,"oxalic acid","",90.03,,14.3,1.25,4.27,
7644,"trans-aconitic acid","",174.11,,,,,
7645,"4-hydroxyphenylacetic acid","",152.15,,,,,
7646,"phenylphosphonic acid","",158.09,,,,,
7647,"melatonin","",232.28,,,,,
7648,"N-(2-carboxyethyl)-iminodiacetic acid","",205.17,,,,,
7720,"terephthalic acid","",166.13,,,,,
7746,"phenylglyoxal","",134.13,,,,,
7826,"Maybridge CC01701","",166.13,,,,,
7827,"Maybridge CC04601","",173.17,,,,,
7828,"Maybridge CC13201","",194.19,,,,,
7829,"Maybridge KM06914","",204.19,,,,,
7830,"Maybridge SEW02738","",150.14,,,,,
7831,"AVX839","",,,,,,
7832,"AVX14713","",,,,,,
7833,"AVX15496","",,,,,,
7834,"AVX16112","",,,,,,
7887,"potassium MES","M",233.33,,,6.1,,
7888,"MES-bis tris","M",,,,,,
7965,"TAPS","M",245.29,,,8.4,,
7991,"PEG Smear 200-10K","w/v",,,,,,
8528,"arg-glu","M",,,,,,
8579,"tris phosphate","M",,,,8.1,,
8580,"sodium perchlorate","M",122.44,,,,,
8584,"ethylenediamine dihydrochloride","M",133.02,,,,,
8585,"thymol","M",150.22,,,,,
8592,"potassium phosphate-sodium phosphate","",,,,,,
8638,"benzyldodecyldimethylammonium bromide","w/v",384.44,,,,,
8639,"n-dodecyl-B-iminodipropionic acid, monosodium salt","M",351.46,,,,,
8640,"dodecyltrimethylammonium chloride","M",263.89,,,,,
8641,"sodium deoxycholate","M",414.56,,,,,
8642,"sodium dodecyl sulfate","M",288.38,,,,,
8643,"sodium cholate","M",430.56,,,,,
8644,"sodium dodecanoyl sarcosine","M",293.38,,,,,
8645,"ANAPOE-X-305","w/v",1526,,,,,
8646,"IPTG","w/v",238.3,,,,,
8647,"n-hexadecyl-b-D-maltoside","M",566,,,,,
8648,"ANAPOE-58","w/v",1122,,,,,
8649,"n-tetradecyl-b-D-maltoside","M",538.6,,,,,
8650,"n-tridecyl-b-D-maltoside","M",524.6,,,,,
8651,"C12E9","M",582.8,,,,,
8652,"ANAPOE-20","w/v",1228,,,,,
8653,"thesit","M",582.9,,,,,
8717,"ANAPOE-35","w/v",1199.5,,,,,
8718,"ANAPOE-C13E8","w/v",553,,,,,
8719,"C12E8","M",538.8,,,,,
5010,"n-dodecyl-b-D-maltoside","M",510.62,,20,,,
8720,"ANAPOE-X-114","w/v",536,,,,,
8721,"ANAPOE-C12E10","w/v",627,,,,,
8722,"sucrose monolaurate","M",524.6,,,,,
8723,"CYMAL-6","M",508.5,,,,,
8724,"n-undecyl-b-D-maltoside","M",496.6,,,,,
8725,"ANAPOE-X-405","w/v",1967,,,,,
8726,"ANAPOE-C10E6","w/v",423,,,,,
8727,"n-decyl-b-D-thiomaltoside","M",498.64,,,,,
8728,"octyl maltoside, fluorinated","M",688.39,,,,,
8729,"ANAPOE-C10E9","w/v",555,,,,,
8730,"N,N-bis[3-(D-gluconamido)propyl]deoxycholamide","M",862.1,,,,,
8759,"n-nonyl-b-D-thioglucoside","M",322.47,,,,,
8760,"n-decyl-b-D-maltoside","M",482.57,,,,,
8761,"decanoylsucrose","M",496.55,,,,,
8762,"n-nonyl-b-D-thiomaltoside","M",484.61,,,,,
8763,"CYMAL-5","M",494.58,,,,,
